cell,spatial_filters,subject,protocol,seed,kappa,accuracy,n_test,n_arms_surviving,n_arms_total,stream_rounds_run,status
identity_only,identity,6,within,0,0.375,0.6875,48,34,54,134,ok
identity_only,identity,6,within,1,0.375,0.6875,48,38,54,134,ok
identity_only,identity,6,within,2,0.16666666666666663,0.5833333333333334,48,26,54,134,ok
identity_only,identity,6,within,3,-0.04166666666666674,0.4791666666666667,48,24,54,134,ok
identity_only,identity,6,within,42,0.29166666666666663,0.6458333333333334,48,22,54,134,ok
identity_only,identity,6,official,0,0.08333333333333337,0.5416666666666666,120,28,54,84,ok
identity_only,identity,6,official,1,0.1166666666666667,0.5583333333333333,120,26,54,84,ok
identity_only,identity,6,official,2,0.4,0.7,120,20,54,84,ok
identity_only,identity,6,official,3,0.1333333333333333,0.5666666666666667,120,24,54,84,ok
identity_only,identity,6,official,42,0.09999999999999998,0.55,120,22,54,84,ok
identity_only,identity,7,within,0,0.125,0.5625,48,28,54,134,ok
identity_only,identity,7,within,1,0.08333333333333337,0.5416666666666666,48,34,54,134,ok
identity_only,identity,7,within,2,-0.08333333333333326,0.4583333333333333,48,20,54,134,ok
identity_only,identity,7,within,3,0.08333333333333337,0.5416666666666666,48,18,54,134,ok
identity_only,identity,7,within,42,0.0,0.5,48,30,54,134,ok
identity_only,identity,7,official,0,0.1166666666666667,0.5583333333333333,120,32,54,84,ok
identity_only,identity,7,official,1,0.033333333333333326,0.5166666666666667,120,36,54,84,ok
identity_only,identity,7,official,2,-0.08333333333333326,0.4583333333333333,120,14,54,84,ok
identity_only,identity,7,official,3,0.08333333333333337,0.5416666666666666,120,24,54,84,ok
identity_only,identity,7,official,42,0.01666666666666672,0.5083333333333333,120,10,54,84,ok
identity_only,identity,8,within,0,-0.0714285714285714,0.4642857142857143,56,16,54,157,ok
identity_only,identity,8,within,1,0.1071428571428571,0.5535714285714286,56,16,54,157,ok
identity_only,identity,8,within,2,-0.1071428571428572,0.44642857142857145,56,22,54,157,ok
identity_only,identity,8,within,3,0.2142857142857143,0.6071428571428571,56,28,54,157,ok
identity_only,identity,8,within,42,0.3571428571428571,0.6785714285714286,56,18,54,157,ok
identity_only,identity,8,official,0,0.08333333333333337,0.5416666666666666,120,28,54,112,ok
identity_only,identity,8,official,1,0.25,0.625,120,30,54,112,ok
identity_only,identity,8,official,2,0.08333333333333337,0.5416666666666666,120,22,54,112,ok
identity_only,identity,8,official,3,-0.06666666666666665,0.4666666666666667,120,22,54,112,ok
identity_only,identity,8,official,42,0.09999999999999998,0.55,120,24,54,112,ok
identity_only,identity,9,within,0,0.04166666666666663,0.5208333333333334,48,22,54,134,ok
identity_only,identity,9,within,1,-0.16666666666666674,0.4166666666666667,48,24,54,134,ok
identity_only,identity,9,within,2,0.04166666666666663,0.5208333333333334,48,26,54,134,ok
identity_only,identity,9,within,3,-0.04166666666666674,0.4791666666666667,48,24,54,134,ok
identity_only,identity,9,within,42,-0.16666666666666674,0.4166666666666667,48,30,54,134,ok
identity_only,identity,9,official,0,0.08333333333333337,0.5416666666666666,120,12,54,84,ok
identity_only,identity,9,official,1,0.1333333333333333,0.5666666666666667,120,8,54,84,ok
identity_only,identity,9,official,2,0.08333333333333337,0.5416666666666666,120,28,54,84,ok
identity_only,identity,9,official,3,0.050000000000000044,0.525,120,12,54,84,ok
identity_only,identity,9,official,42,0.0,0.5,120,22,54,84,ok
