dataset,protocol,montage,method,feature_family,classifier,subject,seed,kappa,accuracy,n_train,n_test,n_channels,n_arms_surviving,final_regret,error
COGBCI-PVT,within,full,fixed,fbcsp,lda,16,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,16,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,16,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,16,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,16,-1,-0.4444444444444444,0.2777777777777778,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,16,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,16,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,16,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,16,0,0.0,0.5,72,18,62,42,24.0,
COGBCI-PVT,within,full,ccb,,,16,1,0.11111111111111116,0.5555555555555556,72,18,62,24,30.0,
COGBCI-PVT,within,full,ccb,,,16,2,-0.11111111111111116,0.4444444444444444,72,18,62,17,28.0,
COGBCI-PVT,within,full,ccb,,,16,3,0.0,0.5,72,18,62,25,20.0,
COGBCI-PVT,within,full,ccb,,,16,42,-0.11111111111111116,0.4444444444444444,72,18,62,21,28.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,16,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,16,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,16,-1,-0.04444444444444451,0.4777777777777778,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,16,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,16,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,16,-1,-0.022222222222222143,0.4888888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,16,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,16,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,16,0,0.0444444444444444,0.5222222222222223,90,180,62,25,36.0,
COGBCI-PVT,cross,full,ccb,,,16,1,0.011111111111111072,0.5055555555555555,90,180,62,17,39.0,
COGBCI-PVT,cross,full,ccb,,,16,2,0.05555555555555558,0.5277777777777778,90,180,62,23,34.0,
COGBCI-PVT,cross,full,ccb,,,16,3,-0.06666666666666665,0.4666666666666667,90,180,62,28,37.0,
COGBCI-PVT,cross,full,ccb,,,16,42,0.022222222222222254,0.5111111111111111,90,180,62,21,30.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,17,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,17,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,17,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,17,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,17,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,17,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,17,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,17,-1,0.4444444444444444,0.7222222222222222,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,17,0,-0.11111111111111116,0.4444444444444444,72,18,62,18,26.0,
COGBCI-PVT,within,full,ccb,,,17,1,0.0,0.5,72,18,62,20,21.0,
COGBCI-PVT,within,full,ccb,,,17,2,0.0,0.5,72,18,62,17,26.0,
COGBCI-PVT,within,full,ccb,,,17,3,-0.4444444444444444,0.2777777777777778,72,18,62,46,26.0,
COGBCI-PVT,within,full,ccb,,,17,42,0.0,0.5,72,18,62,36,29.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,17,-1,0.022222222222222254,0.5111111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,17,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,17,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,17,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,17,-1,0.0444444444444444,0.5222222222222223,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,17,-1,-0.022222222222222143,0.4888888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,17,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,17,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,17,0,-0.06666666666666665,0.4666666666666667,90,180,62,48,37.0,
COGBCI-PVT,cross,full,ccb,,,17,1,-0.03333333333333344,0.48333333333333334,90,180,62,29,39.0,
COGBCI-PVT,cross,full,ccb,,,17,2,0.0,0.5,90,180,62,12,35.0,
COGBCI-PVT,cross,full,ccb,,,17,3,-0.11111111111111116,0.4444444444444444,90,180,62,24,31.0,
COGBCI-PVT,cross,full,ccb,,,17,42,0.033333333333333326,0.5166666666666667,90,180,62,28,31.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,18,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,18,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,18,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,18,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,18,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,18,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,18,-1,0.4444444444444444,0.7222222222222222,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,18,-1,0.4444444444444444,0.7222222222222222,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,18,0,-0.4444444444444444,0.2777777777777778,72,18,62,15,25.0,
COGBCI-PVT,within,full,ccb,,,18,1,0.0,0.5,72,18,62,19,26.0,
COGBCI-PVT,within,full,ccb,,,18,2,-0.11111111111111116,0.4444444444444444,72,18,62,27,25.0,
COGBCI-PVT,within,full,ccb,,,18,3,0.0,0.5,72,18,62,12,19.0,
COGBCI-PVT,within,full,ccb,,,18,42,0.0,0.5,72,18,62,19,30.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,18,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,18,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,18,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,18,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,18,-1,-0.03333333333333344,0.48333333333333334,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,18,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,18,-1,0.022222222222222254,0.5111111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,18,-1,-0.05555555555555558,0.4722222222222222,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,18,0,-0.011111111111111072,0.49444444444444446,90,180,62,27,34.0,
COGBCI-PVT,cross,full,ccb,,,18,1,-0.022222222222222143,0.4888888888888889,90,180,62,29,31.0,
COGBCI-PVT,cross,full,ccb,,,18,2,0.011111111111111072,0.5055555555555555,90,180,62,20,28.0,
COGBCI-PVT,cross,full,ccb,,,18,3,-0.05555555555555558,0.4722222222222222,90,180,62,20,37.0,
COGBCI-PVT,cross,full,ccb,,,18,42,-0.0888888888888888,0.45555555555555555,90,180,62,17,32.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,19,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,19,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,19,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,19,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,19,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,19,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,19,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,19,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,19,0,-0.33333333333333326,0.3333333333333333,72,18,62,14,27.0,
COGBCI-PVT,within,full,ccb,,,19,1,-0.5555555555555556,0.2222222222222222,72,18,62,21,19.0,
COGBCI-PVT,within,full,ccb,,,19,2,0.4444444444444444,0.7222222222222222,72,18,62,29,32.0,
COGBCI-PVT,within,full,ccb,,,19,3,-0.11111111111111116,0.4444444444444444,72,18,62,26,27.0,
COGBCI-PVT,within,full,ccb,,,19,42,-0.11111111111111116,0.4444444444444444,72,18,62,26,26.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,19,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,19,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,19,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,19,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,19,-1,0.033333333333333326,0.5166666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,19,-1,-0.022222222222222143,0.4888888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,19,-1,0.07777777777777772,0.5388888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,19,-1,-0.022222222222222143,0.4888888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,19,0,0.011111111111111072,0.5055555555555555,90,180,62,21,35.0,
COGBCI-PVT,cross,full,ccb,,,19,1,0.0444444444444444,0.5222222222222223,90,180,62,28,29.0,
COGBCI-PVT,cross,full,ccb,,,19,2,0.0,0.5,90,180,62,28,27.0,
COGBCI-PVT,cross,full,ccb,,,19,3,-0.03333333333333344,0.48333333333333334,90,180,62,24,29.0,
COGBCI-PVT,cross,full,ccb,,,19,42,-0.07777777777777772,0.46111111111111114,90,180,62,17,31.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,20,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,20,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,20,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,20,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,20,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,20,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,20,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,20,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,20,0,0.0,0.5,72,18,62,33,23.0,
COGBCI-PVT,within,full,ccb,,,20,1,0.11111111111111116,0.5555555555555556,72,18,62,13,17.0,
COGBCI-PVT,within,full,ccb,,,20,2,0.11111111111111116,0.5555555555555556,72,18,62,14,20.0,
COGBCI-PVT,within,full,ccb,,,20,3,-0.33333333333333326,0.3333333333333333,72,18,62,27,23.0,
COGBCI-PVT,within,full,ccb,,,20,42,0.11111111111111116,0.5555555555555556,72,18,62,17,19.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,20,-1,-0.022222222222222143,0.4888888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,20,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,20,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,20,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,20,-1,0.0888888888888889,0.5444444444444444,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,20,-1,-0.03333333333333344,0.48333333333333334,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,20,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,20,-1,0.05555555555555558,0.5277777777777778,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,20,0,-0.0888888888888888,0.45555555555555555,90,180,62,13,27.0,
COGBCI-PVT,cross,full,ccb,,,20,1,0.022222222222222254,0.5111111111111111,90,180,62,18,37.0,
COGBCI-PVT,cross,full,ccb,,,20,2,0.022222222222222254,0.5111111111111111,90,180,62,27,33.0,
COGBCI-PVT,cross,full,ccb,,,20,3,0.0,0.5,90,180,62,17,34.0,
COGBCI-PVT,cross,full,ccb,,,20,42,0.022222222222222254,0.5111111111111111,90,180,62,32,29.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,21,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,21,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,21,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,21,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,21,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,21,-1,0.4444444444444444,0.7222222222222222,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,21,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,21,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,21,0,-0.11111111111111116,0.4444444444444444,72,18,62,21,25.0,
COGBCI-PVT,within,full,ccb,,,21,1,-0.22222222222222232,0.3888888888888889,72,18,62,29,26.0,
COGBCI-PVT,within,full,ccb,,,21,2,0.11111111111111116,0.5555555555555556,72,18,62,25,25.0,
COGBCI-PVT,within,full,ccb,,,21,3,0.11111111111111116,0.5555555555555556,72,18,62,13,30.0,
COGBCI-PVT,within,full,ccb,,,21,42,-0.33333333333333326,0.3333333333333333,72,18,62,23,26.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,21,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,21,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,21,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,21,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,21,-1,0.0444444444444444,0.5222222222222223,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,21,-1,0.07777777777777772,0.5388888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,21,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,21,-1,-0.022222222222222143,0.4888888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,21,0,-0.022222222222222143,0.4888888888888889,90,180,62,24,30.0,
COGBCI-PVT,cross,full,ccb,,,21,1,-0.11111111111111116,0.4444444444444444,90,180,62,16,28.0,
COGBCI-PVT,cross,full,ccb,,,21,2,-0.06666666666666665,0.4666666666666667,90,180,62,28,30.0,
COGBCI-PVT,cross,full,ccb,,,21,3,-0.05555555555555558,0.4722222222222222,90,180,62,34,33.0,
COGBCI-PVT,cross,full,ccb,,,21,42,0.022222222222222254,0.5111111111111111,90,180,62,26,31.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,22,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,22,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,22,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,22,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,22,-1,-0.5555555555555556,0.2222222222222222,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,22,-1,-0.4444444444444444,0.2777777777777778,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,22,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,22,-1,-0.4444444444444444,0.2777777777777778,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,22,0,0.2222222222222222,0.6111111111111112,72,18,62,24,22.0,
COGBCI-PVT,within,full,ccb,,,22,1,0.11111111111111116,0.5555555555555556,72,18,62,18,24.0,
COGBCI-PVT,within,full,ccb,,,22,2,-0.33333333333333326,0.3333333333333333,72,18,62,28,21.0,
COGBCI-PVT,within,full,ccb,,,22,3,0.11111111111111116,0.5555555555555556,72,18,62,29,28.0,
COGBCI-PVT,within,full,ccb,,,22,42,0.2222222222222222,0.6111111111111112,72,18,62,23,21.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,22,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,22,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,22,-1,-0.04444444444444451,0.4777777777777778,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,22,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,22,-1,0.07777777777777772,0.5388888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,22,-1,0.07777777777777772,0.5388888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,22,-1,0.033333333333333326,0.5166666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,22,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,22,0,0.1333333333333333,0.5666666666666667,90,180,62,32,40.0,
COGBCI-PVT,cross,full,ccb,,,22,1,0.033333333333333326,0.5166666666666667,90,180,62,23,25.0,
COGBCI-PVT,cross,full,ccb,,,22,2,0.0444444444444444,0.5222222222222223,90,180,62,18,33.0,
COGBCI-PVT,cross,full,ccb,,,22,3,-0.03333333333333344,0.48333333333333334,90,180,62,21,38.0,
COGBCI-PVT,cross,full,ccb,,,22,42,0.07777777777777772,0.5388888888888889,90,180,62,32,28.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,23,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,23,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,23,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,23,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,23,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,23,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,23,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,23,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,23,0,0.11111111111111116,0.5555555555555556,72,18,62,25,31.0,
COGBCI-PVT,within,full,ccb,,,23,1,0.2222222222222222,0.6111111111111112,72,18,62,27,26.0,
COGBCI-PVT,within,full,ccb,,,23,2,-0.11111111111111116,0.4444444444444444,72,18,62,22,21.0,
COGBCI-PVT,within,full,ccb,,,23,3,0.2222222222222222,0.6111111111111112,72,18,62,28,28.0,
COGBCI-PVT,within,full,ccb,,,23,42,0.2222222222222222,0.6111111111111112,72,18,62,20,29.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,23,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,23,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,23,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,23,-1,-0.06666666666666665,0.4666666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,23,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,23,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,23,-1,0.12222222222222223,0.5611111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,23,-1,-0.05555555555555558,0.4722222222222222,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,23,0,-0.03333333333333344,0.48333333333333334,90,180,62,31,36.0,
COGBCI-PVT,cross,full,ccb,,,23,1,0.0444444444444444,0.5222222222222223,90,180,62,17,36.0,
COGBCI-PVT,cross,full,ccb,,,23,2,-0.011111111111111072,0.49444444444444446,90,180,62,26,33.0,
COGBCI-PVT,cross,full,ccb,,,23,3,0.0,0.5,90,180,62,18,35.0,
COGBCI-PVT,cross,full,ccb,,,23,42,0.0,0.5,90,180,62,25,29.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,24,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,24,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,24,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,24,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,24,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,24,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,24,-1,-0.4444444444444444,0.2777777777777778,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,24,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,error,,,24,-1,,,0,0,62,0,0.0,All arms pruned; pool is empty. Lower min_kappa or check calibration data.
COGBCI-PVT,cross,full,fixed,fbcsp,lda,24,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,24,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,24,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,24,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,24,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,24,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,24,-1,-0.19999999999999996,0.4,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,24,-1,-0.022222222222222143,0.4888888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,24,0,-0.022222222222222143,0.4888888888888889,90,180,62,21,29.0,
COGBCI-PVT,cross,full,ccb,,,24,1,-0.04444444444444451,0.4777777777777778,90,180,62,22,38.0,
COGBCI-PVT,cross,full,ccb,,,24,2,0.033333333333333326,0.5166666666666667,90,180,62,11,23.0,
COGBCI-PVT,cross,full,ccb,,,24,3,-0.022222222222222143,0.4888888888888889,90,180,62,7,13.0,
COGBCI-PVT,cross,full,ccb,,,24,42,-0.06666666666666665,0.4666666666666667,90,180,62,15,25.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,25,-1,0.4444444444444444,0.7222222222222222,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,25,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,25,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,25,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,25,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,25,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
