dataset,protocol,montage,method,feature_family,classifier,subject,seed,kappa,accuracy,n_train,n_test,n_channels,n_arms_surviving,final_regret,error
COGBCI-PVT,within,nearear,fixed,bandpower,decision_tree,18,-1,0.33333333333333337,0.6666666666666666,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,random_forest,18,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,ccb,,,18,0,-0.22222222222222232,0.3888888888888889,72,18,2,32,22.0,
COGBCI-PVT,within,nearear,ccb,,,18,1,-0.33333333333333326,0.3333333333333333,72,18,2,22,24.0,
COGBCI-PVT,within,nearear,ccb,,,18,2,0.11111111111111116,0.5555555555555556,72,18,2,31,23.0,
COGBCI-PVT,within,nearear,ccb,,,18,3,0.33333333333333337,0.6666666666666666,72,18,2,27,22.0,
COGBCI-PVT,within,nearear,ccb,,,18,42,0.11111111111111116,0.5555555555555556,72,18,2,18,18.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,lda,18,-1,-0.022222222222222143,0.4888888888888889,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,svm,18,-1,0.022222222222222254,0.5111111111111111,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,decision_tree,18,-1,0.033333333333333326,0.5166666666666667,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,random_forest,18,-1,0.05555555555555558,0.5277777777777778,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,lda,18,-1,-0.05555555555555558,0.4722222222222222,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,svm,18,-1,0.011111111111111072,0.5055555555555555,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,decision_tree,18,-1,-0.10000000000000009,0.45,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,random_forest,18,-1,-0.06666666666666665,0.4666666666666667,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,ccb,,,18,0,0.022222222222222254,0.5111111111111111,90,180,2,61,31.0,
COGBCI-PVT,cross,nearear,ccb,,,18,1,0.05555555555555558,0.5277777777777778,90,180,2,66,31.0,
COGBCI-PVT,cross,nearear,ccb,,,18,2,0.0444444444444444,0.5222222222222223,90,180,2,28,27.0,
COGBCI-PVT,cross,nearear,ccb,,,18,3,0.033333333333333326,0.5166666666666667,90,180,2,32,34.0,
COGBCI-PVT,cross,nearear,ccb,,,18,42,-0.04444444444444451,0.4777777777777778,90,180,2,24,30.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,lda,19,-1,-0.11111111111111116,0.4444444444444444,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,svm,19,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,decision_tree,19,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,random_forest,19,-1,-0.33333333333333326,0.3333333333333333,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,lda,19,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,svm,19,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,decision_tree,19,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,random_forest,19,-1,-0.11111111111111116,0.4444444444444444,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,ccb,,,19,0,0.2222222222222222,0.6111111111111112,72,18,2,35,20.0,
COGBCI-PVT,within,nearear,ccb,,,19,1,-0.22222222222222232,0.3888888888888889,72,18,2,27,19.0,
COGBCI-PVT,within,nearear,ccb,,,19,2,0.33333333333333337,0.6666666666666666,72,18,2,47,23.0,
COGBCI-PVT,within,nearear,ccb,,,19,3,0.33333333333333337,0.6666666666666666,72,18,2,49,24.0,
COGBCI-PVT,within,nearear,ccb,,,19,42,-0.11111111111111116,0.4444444444444444,72,18,2,28,22.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,lda,19,-1,0.0444444444444444,0.5222222222222223,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,svm,19,-1,0.022222222222222254,0.5111111111111111,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,decision_tree,19,-1,-0.04444444444444451,0.4777777777777778,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,random_forest,19,-1,0.0444444444444444,0.5222222222222223,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,lda,19,-1,0.11111111111111116,0.5555555555555556,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,svm,19,-1,0.05555555555555558,0.5277777777777778,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,decision_tree,19,-1,0.033333333333333326,0.5166666666666667,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,random_forest,19,-1,-0.05555555555555558,0.4722222222222222,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,ccb,,,19,0,0.0,0.5,90,180,2,49,31.0,
COGBCI-PVT,cross,nearear,ccb,,,19,1,0.09999999999999998,0.55,90,180,2,41,25.0,
COGBCI-PVT,cross,nearear,ccb,,,19,2,0.12222222222222223,0.5611111111111111,90,180,2,46,32.0,
COGBCI-PVT,cross,nearear,ccb,,,19,3,0.0,0.5,90,180,2,34,35.0,
COGBCI-PVT,cross,nearear,ccb,,,19,42,0.07777777777777772,0.5388888888888889,90,180,2,34,34.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,lda,20,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,svm,20,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,decision_tree,20,-1,-0.11111111111111116,0.4444444444444444,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,random_forest,20,-1,-0.4444444444444444,0.2777777777777778,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,lda,20,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,svm,20,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,decision_tree,20,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,random_forest,20,-1,0.2222222222222222,0.6111111111111112,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,ccb,,,20,0,-0.22222222222222232,0.3888888888888889,72,18,2,74,28.0,
COGBCI-PVT,within,nearear,ccb,,,20,1,-0.11111111111111116,0.4444444444444444,72,18,2,32,20.0,
COGBCI-PVT,within,nearear,ccb,,,20,2,0.0,0.5,72,18,2,20,15.0,
COGBCI-PVT,within,nearear,ccb,,,20,3,-0.33333333333333326,0.3333333333333333,72,18,2,30,25.0,
COGBCI-PVT,within,nearear,ccb,,,20,42,0.0,0.5,72,18,2,60,24.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,lda,20,-1,-0.07777777777777772,0.46111111111111114,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,svm,20,-1,-0.07777777777777772,0.46111111111111114,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,decision_tree,20,-1,0.033333333333333326,0.5166666666666667,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,random_forest,20,-1,-0.07777777777777772,0.46111111111111114,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,lda,20,-1,0.07777777777777772,0.5388888888888889,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,svm,20,-1,-0.05555555555555558,0.4722222222222222,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,decision_tree,20,-1,-0.04444444444444451,0.4777777777777778,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,random_forest,20,-1,0.0444444444444444,0.5222222222222223,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,ccb,,,20,0,-0.011111111111111072,0.49444444444444446,90,180,2,16,24.0,
COGBCI-PVT,cross,nearear,ccb,,,20,1,0.0,0.5,90,180,2,46,31.0,
COGBCI-PVT,cross,nearear,ccb,,,20,2,0.0,0.5,90,180,2,34,29.0,
COGBCI-PVT,cross,nearear,ccb,,,20,3,-0.05555555555555558,0.4722222222222222,90,180,2,16,23.0,
COGBCI-PVT,cross,nearear,ccb,,,20,42,0.05555555555555558,0.5277777777777778,90,180,2,67,24.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,lda,21,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,svm,21,-1,0.2222222222222222,0.6111111111111112,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,decision_tree,21,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,random_forest,21,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,lda,21,-1,0.4444444444444444,0.7222222222222222,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,svm,21,-1,0.6666666666666667,0.8333333333333334,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,decision_tree,21,-1,0.4444444444444444,0.7222222222222222,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,random_forest,21,-1,0.33333333333333337,0.6666666666666666,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,ccb,,,21,0,-0.22222222222222232,0.3888888888888889,72,18,2,43,26.0,
COGBCI-PVT,within,nearear,ccb,,,21,1,-0.22222222222222232,0.3888888888888889,72,18,2,47,22.0,
COGBCI-PVT,within,nearear,ccb,,,21,2,0.11111111111111116,0.5555555555555556,72,18,2,48,22.0,
COGBCI-PVT,within,nearear,ccb,,,21,3,-0.22222222222222232,0.3888888888888889,72,18,2,36,23.0,
COGBCI-PVT,within,nearear,ccb,,,21,42,-0.11111111111111116,0.4444444444444444,72,18,2,44,24.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,lda,21,-1,0.0444444444444444,0.5222222222222223,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,svm,21,-1,0.033333333333333326,0.5166666666666667,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,decision_tree,21,-1,0.0,0.5,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,random_forest,21,-1,-0.03333333333333344,0.48333333333333334,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,lda,21,-1,0.09999999999999998,0.55,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,svm,21,-1,0.06666666666666665,0.5333333333333333,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,decision_tree,21,-1,-0.022222222222222143,0.4888888888888889,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,random_forest,21,-1,0.1444444444444445,0.5722222222222222,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,ccb,,,21,0,0.0444444444444444,0.5222222222222223,90,180,2,30,32.0,
COGBCI-PVT,cross,nearear,ccb,,,21,1,0.011111111111111072,0.5055555555555555,90,180,2,40,30.0,
COGBCI-PVT,cross,nearear,ccb,,,21,2,0.022222222222222254,0.5111111111111111,90,180,2,37,27.0,
COGBCI-PVT,cross,nearear,ccb,,,21,3,-0.04444444444444451,0.4777777777777778,90,180,2,60,32.0,
COGBCI-PVT,cross,nearear,ccb,,,21,42,0.0,0.5,90,180,2,45,34.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,lda,22,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,svm,22,-1,0.2222222222222222,0.6111111111111112,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,decision_tree,22,-1,-0.11111111111111116,0.4444444444444444,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,random_forest,22,-1,0.2222222222222222,0.6111111111111112,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,lda,22,-1,-0.11111111111111116,0.4444444444444444,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,svm,22,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,decision_tree,22,-1,0.33333333333333337,0.6666666666666666,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,random_forest,22,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,ccb,,,22,0,0.0,0.5,72,18,2,39,19.0,
COGBCI-PVT,within,nearear,ccb,,,22,1,-0.11111111111111116,0.4444444444444444,72,18,2,6,18.0,
COGBCI-PVT,within,nearear,ccb,,,22,2,0.0,0.5,72,18,2,31,23.0,
COGBCI-PVT,within,nearear,ccb,,,22,3,0.33333333333333337,0.6666666666666666,72,18,2,69,29.0,
COGBCI-PVT,within,nearear,ccb,,,22,42,-0.11111111111111116,0.4444444444444444,72,18,2,35,21.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,lda,22,-1,-0.03333333333333344,0.48333333333333334,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,svm,22,-1,0.0,0.5,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,decision_tree,22,-1,0.022222222222222254,0.5111111111111111,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,random_forest,22,-1,0.11111111111111116,0.5555555555555556,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,lda,22,-1,0.09999999999999998,0.55,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,svm,22,-1,0.1444444444444445,0.5722222222222222,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,decision_tree,22,-1,-0.06666666666666665,0.4666666666666667,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,random_forest,22,-1,0.0,0.5,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,ccb,,,22,0,-0.03333333333333344,0.48333333333333334,90,180,2,47,30.0,
COGBCI-PVT,cross,nearear,ccb,,,22,1,-0.04444444444444451,0.4777777777777778,90,180,2,17,18.0,
COGBCI-PVT,cross,nearear,ccb,,,22,2,0.011111111111111072,0.5055555555555555,90,180,2,18,30.0,
COGBCI-PVT,cross,nearear,ccb,,,22,3,0.011111111111111072,0.5055555555555555,90,180,2,26,19.0,
COGBCI-PVT,cross,nearear,ccb,,,22,42,0.09999999999999998,0.55,90,180,2,52,31.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,lda,23,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,svm,23,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,decision_tree,23,-1,-0.33333333333333326,0.3333333333333333,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,random_forest,23,-1,0.2222222222222222,0.6111111111111112,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,lda,23,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,svm,23,-1,-0.11111111111111116,0.4444444444444444,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,decision_tree,23,-1,-0.11111111111111116,0.4444444444444444,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,random_forest,23,-1,0.33333333333333337,0.6666666666666666,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,ccb,,,23,0,0.2222222222222222,0.6111111111111112,72,18,2,37,30.0,
COGBCI-PVT,within,nearear,ccb,,,23,1,0.2222222222222222,0.6111111111111112,72,18,2,36,26.0,
COGBCI-PVT,within,nearear,ccb,,,23,2,0.0,0.5,72,18,2,34,26.0,
COGBCI-PVT,within,nearear,ccb,,,23,3,-0.11111111111111116,0.4444444444444444,72,18,2,45,25.0,
COGBCI-PVT,within,nearear,ccb,,,23,42,0.11111111111111116,0.5555555555555556,72,18,2,14,21.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,lda,23,-1,0.0,0.5,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,svm,23,-1,0.0,0.5,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,decision_tree,23,-1,-0.05555555555555558,0.4722222222222222,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,random_forest,23,-1,-0.022222222222222143,0.4888888888888889,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,lda,23,-1,-0.022222222222222143,0.4888888888888889,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,svm,23,-1,-0.022222222222222143,0.4888888888888889,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,decision_tree,23,-1,0.022222222222222254,0.5111111111111111,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,random_forest,23,-1,-0.011111111111111072,0.49444444444444446,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,ccb,,,23,0,-0.07777777777777772,0.46111111111111114,90,180,2,38,35.0,
COGBCI-PVT,cross,nearear,ccb,,,23,1,0.0888888888888889,0.5444444444444444,90,180,2,34,33.0,
COGBCI-PVT,cross,nearear,ccb,,,23,2,0.011111111111111072,0.5055555555555555,90,180,2,24,31.0,
COGBCI-PVT,cross,nearear,ccb,,,23,3,-0.011111111111111072,0.49444444444444446,90,180,2,14,16.0,
COGBCI-PVT,cross,nearear,ccb,,,23,42,0.0,0.5,90,180,2,40,28.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,lda,24,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,svm,24,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,decision_tree,24,-1,0.2222222222222222,0.6111111111111112,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,random_forest,24,-1,0.33333333333333337,0.6666666666666666,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,lda,24,-1,-0.11111111111111116,0.4444444444444444,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,svm,24,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,decision_tree,24,-1,0.2222222222222222,0.6111111111111112,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,random_forest,24,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,ccb,,,24,0,0.2222222222222222,0.6111111111111112,72,18,2,76,25.0,
COGBCI-PVT,within,nearear,ccb,,,24,1,-0.33333333333333326,0.3333333333333333,72,18,2,14,18.0,
COGBCI-PVT,within,nearear,ccb,,,24,2,0.0,0.5,72,18,2,14,22.0,
COGBCI-PVT,within,nearear,ccb,,,24,3,0.0,0.5,72,18,2,42,29.0,
COGBCI-PVT,within,nearear,ccb,,,24,42,-0.22222222222222232,0.3888888888888889,72,18,2,98,17.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,lda,24,-1,0.022222222222222254,0.5111111111111111,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,svm,24,-1,0.033333333333333326,0.5166666666666667,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,decision_tree,24,-1,-0.04444444444444451,0.4777777777777778,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,random_forest,24,-1,0.0,0.5,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,lda,24,-1,0.0,0.5,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,svm,24,-1,0.0888888888888889,0.5444444444444444,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,decision_tree,24,-1,0.06666666666666665,0.5333333333333333,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,random_forest,24,-1,0.011111111111111072,0.5055555555555555,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,ccb,,,24,0,0.0,0.5,90,180,2,28,28.0,
COGBCI-PVT,cross,nearear,ccb,,,24,1,0.022222222222222254,0.5111111111111111,90,180,2,32,28.0,
COGBCI-PVT,cross,nearear,ccb,,,24,2,0.011111111111111072,0.5055555555555555,90,180,2,25,36.0,
COGBCI-PVT,cross,nearear,ccb,,,24,3,-0.022222222222222143,0.4888888888888889,90,180,2,36,32.0,
COGBCI-PVT,cross,nearear,ccb,,,24,42,0.011111111111111072,0.5055555555555555,90,180,2,30,30.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,lda,25,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,svm,25,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,decision_tree,25,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,random_forest,25,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,lda,25,-1,0.5555555555555556,0.7777777777777778,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,svm,25,-1,0.6666666666666667,0.8333333333333334,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,decision_tree,25,-1,-0.4444444444444444,0.2777777777777778,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,random_forest,25,-1,0.4444444444444444,0.7222222222222222,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,ccb,,,25,0,-0.4444444444444444,0.2777777777777778,72,18,2,44,23.0,
COGBCI-PVT,within,nearear,ccb,,,25,1,0.33333333333333337,0.6666666666666666,72,18,2,32,31.0,
COGBCI-PVT,within,nearear,ccb,,,25,2,-0.11111111111111116,0.4444444444444444,72,18,2,33,24.0,
COGBCI-PVT,within,nearear,ccb,,,25,3,0.33333333333333337,0.6666666666666666,72,18,2,48,29.0,
COGBCI-PVT,within,nearear,ccb,,,25,42,-0.11111111111111116,0.4444444444444444,72,18,2,23,19.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,lda,25,-1,0.09999999999999998,0.55,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,svm,25,-1,-0.011111111111111072,0.49444444444444446,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,decision_tree,25,-1,0.022222222222222254,0.5111111111111111,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,random_forest,25,-1,0.11111111111111116,0.5555555555555556,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,lda,25,-1,-0.022222222222222143,0.4888888888888889,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,svm,25,-1,-0.04444444444444451,0.4777777777777778,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,decision_tree,25,-1,0.09999999999999998,0.55,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,random_forest,25,-1,0.1444444444444445,0.5722222222222222,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,ccb,,,25,0,0.05555555555555558,0.5277777777777778,90,180,2,48,32.0,
COGBCI-PVT,cross,nearear,ccb,,,25,1,-0.03333333333333344,0.48333333333333334,90,180,2,54,29.0,
COGBCI-PVT,cross,nearear,ccb,,,25,2,0.0444444444444444,0.5222222222222223,90,180,2,23,32.0,
COGBCI-PVT,cross,nearear,ccb,,,25,3,-0.022222222222222143,0.4888888888888889,90,180,2,33,30.0,
COGBCI-PVT,cross,nearear,ccb,,,25,42,0.0,0.5,90,180,2,25,33.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,lda,26,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,svm,26,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,decision_tree,26,-1,-0.33333333333333326,0.3333333333333333,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,random_forest,26,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,lda,26,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,svm,26,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,decision_tree,26,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,random_forest,26,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,ccb,,,26,0,0.0,0.5,72,18,2,48,28.0,
COGBCI-PVT,within,nearear,ccb,,,26,1,-0.22222222222222232,0.3888888888888889,72,18,2,47,22.0,
COGBCI-PVT,within,nearear,ccb,,,26,2,0.33333333333333337,0.6666666666666666,72,18,2,52,26.0,
COGBCI-PVT,within,nearear,ccb,,,26,3,-0.22222222222222232,0.3888888888888889,72,18,2,36,24.0,
COGBCI-PVT,within,nearear,ccb,,,26,42,0.0,0.5,72,18,2,16,16.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,lda,26,-1,-0.011111111111111072,0.49444444444444446,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,svm,26,-1,0.033333333333333326,0.5166666666666667,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,decision_tree,26,-1,0.0,0.5,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,random_forest,26,-1,0.022222222222222254,0.5111111111111111,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,lda,26,-1,-0.022222222222222143,0.4888888888888889,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,svm,26,-1,0.022222222222222254,0.5111111111111111,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,decision_tree,26,-1,-0.05555555555555558,0.4722222222222222,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,random_forest,26,-1,0.0,0.5,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,ccb,,,26,0,0.09999999999999998,0.55,90,180,2,48,23.0,
COGBCI-PVT,cross,nearear,ccb,,,26,1,0.033333333333333326,0.5166666666666667,90,180,2,42,32.0,
COGBCI-PVT,cross,nearear,ccb,,,26,2,-0.022222222222222143,0.4888888888888889,90,180,2,47,36.0,
