dataset,subject,protocol,fold_name,seed,alpha,calibration_frac,window_size,n_components,include_riemann_arms,epoch_seconds,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,error
WAUC,39,within,within_fold0,42,0.5,0.3,50,4,False,4.0,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high']"
WAUC,40,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.06666666666666665,0.5333333333333333,180,98,502,191.0,
WAUC,40,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.06666666666666665,0.5333333333333333,180,96,502,196.0,
WAUC,40,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.11111111111111116,0.5555555555555556,180,96,502,157.0,
WAUC,40,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.24444444444444446,0.6222222222222222,180,94,502,200.0,
WAUC,40,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.24444444444444446,0.6222222222222222,180,98,502,189.0,
WAUC,41,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.48913043478260865,0.7445652173913043,184,100,486,105.0,
WAUC,41,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.5978260869565217,0.7989130434782609,184,100,515,109.0,
WAUC,41,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.6304347826086957,0.8152173913043478,184,100,515,99.0,
WAUC,41,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.5217391304347826,0.7608695652173914,184,100,515,116.0,
WAUC,41,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.6086956521739131,0.8043478260869565,184,100,515,110.0,
WAUC,42,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.4090419806243273,0.7049180327868853,183,100,512,180.0,
WAUC,42,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.15969944540521197,0.5792349726775956,183,88,512,186.0,
WAUC,42,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.3111668757841908,0.6557377049180327,183,84,512,200.0,
WAUC,42,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.22443741419447272,0.6120218579234973,183,74,512,189.0,
WAUC,42,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.2337600191410456,0.6174863387978142,183,96,512,194.0,
WAUC,43,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.44210652160918174,0.7213114754098361,183,100,511,158.0,
WAUC,43,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.46507188450754633,0.73224043715847,183,100,511,124.0,
WAUC,43,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.48635413556285456,0.7431693989071039,183,100,511,111.0,
WAUC,43,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.5739867486420343,0.7868852459016393,183,100,511,116.0,
WAUC,43,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.3881060425125388,0.6939890710382514,183,100,511,133.0,
WAUC,44,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.11956521739130432,0.5597826086956522,184,62,467,200.0,
WAUC,44,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.17391304347826086,0.5869565217391305,184,72,515,233.0,
WAUC,44,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.4130434782608695,0.7065217391304348,184,76,515,215.0,
WAUC,44,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.2065217391304348,0.6032608695652174,184,58,515,208.0,
WAUC,44,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.18478260869565222,0.592391304347826,184,94,485,191.0,
