dataset,task,protocol,montage,method,subject,seed,kappa,accuracy,n_train,n_test,n_channels,error
COGBCI-PVT,pvt,cross,full,eegnet,27,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,27,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,28,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,28,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,29,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,29,7,-0.0222222222222221,0.4888888888888889,90,180,62,
COGBCI-PVT,pvt,within,nearear,eegnet,1,42,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,1,7,0.2222222222222222,0.6111111111111112,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,2,42,0.1111111111111111,0.5555555555555556,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,2,7,-0.1111111111111111,0.4444444444444444,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,3,42,0.1111111111111111,0.5555555555555556,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,3,7,-0.2222222222222223,0.3888888888888889,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,4,42,0.2222222222222222,0.6111111111111112,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,4,7,0.1111111111111111,0.5555555555555556,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,5,42,-0.2222222222222223,0.3888888888888889,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,5,7,0.1111111111111111,0.5555555555555556,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,6,42,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,6,7,0.1111111111111111,0.5555555555555556,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,7,42,0.2222222222222222,0.6111111111111112,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,7,7,-0.1111111111111111,0.4444444444444444,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,8,42,0.1111111111111111,0.5555555555555556,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,8,7,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,9,42,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,9,7,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,10,42,0.2222222222222222,0.6111111111111112,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,10,7,-0.1111111111111111,0.4444444444444444,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,11,42,-0.4444444444444444,0.2777777777777778,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,11,7,-0.1111111111111111,0.4444444444444444,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,12,42,-0.1111111111111111,0.4444444444444444,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,12,7,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,13,42,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,13,7,0.2222222222222222,0.6111111111111112,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,14,42,-0.1111111111111111,0.4444444444444444,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,14,7,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,15,42,-0.1111111111111111,0.4444444444444444,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,15,7,0.1111111111111111,0.5555555555555556,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,16,42,0.1111111111111111,0.5555555555555556,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,16,7,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,17,42,0.3333333333333333,0.6666666666666666,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,17,7,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,18,42,-0.1111111111111111,0.4444444444444444,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,18,7,0.2222222222222222,0.6111111111111112,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,19,42,-0.1111111111111111,0.4444444444444444,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,19,7,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,20,42,0.1111111111111111,0.5555555555555556,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,20,7,-0.2222222222222223,0.3888888888888889,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,21,42,-0.2222222222222223,0.3888888888888889,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,21,7,0.1111111111111111,0.5555555555555556,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,22,42,-0.3333333333333332,0.3333333333333333,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,22,7,-0.1111111111111111,0.4444444444444444,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,23,42,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,23,7,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,24,42,0.2222222222222222,0.6111111111111112,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,24,7,0.3333333333333333,0.6666666666666666,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,25,42,0.2222222222222222,0.6111111111111112,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,25,7,-0.1111111111111111,0.4444444444444444,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,26,42,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,26,7,-0.2222222222222223,0.3888888888888889,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,27,42,0.3333333333333333,0.6666666666666666,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,27,7,0.0,0.5,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,28,42,0.2222222222222222,0.6111111111111112,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,28,7,-0.1111111111111111,0.4444444444444444,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,29,42,-0.4444444444444444,0.2777777777777778,72,18,2,
COGBCI-PVT,pvt,within,nearear,eegnet,29,7,-0.2222222222222223,0.3888888888888889,72,18,2,
COGBCI-PVT,pvt,within,full,eegnet,1,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,1,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,2,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,2,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,3,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,3,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,4,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,4,7,0.2222222222222222,0.6111111111111112,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,5,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,5,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,6,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,6,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,7,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,7,7,-0.1111111111111111,0.4444444444444444,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,8,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,8,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,9,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,9,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,10,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,10,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,11,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,11,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,12,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,12,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,13,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,13,7,-0.1111111111111111,0.4444444444444444,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,14,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,14,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,15,42,-0.3333333333333332,0.3333333333333333,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,15,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,16,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,16,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,17,42,-0.1111111111111111,0.4444444444444444,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,17,7,0.1111111111111111,0.5555555555555556,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,18,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,18,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,19,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,19,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,20,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,20,7,-0.1111111111111111,0.4444444444444444,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,21,42,-0.2222222222222223,0.3888888888888889,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,21,7,0.1111111111111111,0.5555555555555556,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,22,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,22,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,23,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,23,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,24,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,24,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,25,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,25,7,-0.1111111111111111,0.4444444444444444,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,26,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,26,7,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,27,42,-0.1111111111111111,0.4444444444444444,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,27,7,0.1111111111111111,0.5555555555555556,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,28,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,28,7,-0.1111111111111111,0.4444444444444444,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,29,42,0.0,0.5,72,18,62,
COGBCI-PVT,pvt,within,full,eegnet,29,7,0.0,0.5,72,18,62,
COGBCI,nback,cross,full,eegnet,24,42,0.0,0.3333333333333333,265,486,62,
COGBCI,nback,cross,full,eegnet,24,7,-0.0030864197530864335,0.33127572016460904,265,486,62,
COGBCI,nback,cross,full,eegnet,25,42,-0.033878689374727156,0.3135245901639344,258,488,62,
COGBCI,nback,cross,full,eegnet,25,7,0.0030925502225127577,0.33401639344262296,258,488,62,
COGBCI,nback,cross,full,eegnet,26,42,-0.0030864197530864335,0.32712215320910976,257,483,62,
COGBCI,nback,cross,full,eegnet,26,7,-0.0030864197530864335,0.32712215320910976,257,483,62,
COGBCI,nback,cross,full,eegnet,27,42,0.0,0.3319327731092437,245,476,62,
COGBCI,nback,cross,full,eegnet,27,7,0.0031446540880503138,0.33403361344537813,245,476,62,
COGBCI,nback,cross,full,eegnet,28,42,0.0,0.3326488706365503,258,487,62,
COGBCI,nback,cross,full,eegnet,28,7,-0.007771119028483708,0.32854209445585214,258,487,62,
COGBCI,nback,cross,full,eegnet,29,42,0.0,0.33192389006342493,251,473,62,
COGBCI,nback,cross,full,eegnet,29,7,0.004210526315789442,0.3361522198731501,251,473,62,
COGBCI,matb,cross,nearear,eegnet,1,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,1,7,0.0033783783783783994,0.3355855855855856,222,444,2,
COGBCI,matb,cross,nearear,eegnet,2,42,0.06418918918918914,0.3761261261261261,222,444,2,
COGBCI,matb,cross,nearear,eegnet,2,7,0.027027027027026973,0.35135135135135137,222,444,2,
COGBCI,matb,cross,nearear,eegnet,3,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,3,7,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,4,42,-0.17567567567567566,0.21621621621621623,222,444,2,
COGBCI,matb,cross,nearear,eegnet,4,7,-0.16216216216216206,0.22522522522522523,222,444,2,
COGBCI,matb,cross,nearear,eegnet,5,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,5,7,0.013513513513513487,0.34234234234234234,222,444,2,
COGBCI,matb,cross,nearear,eegnet,6,42,0.020270270270270285,0.34684684684684686,222,444,2,
COGBCI,matb,cross,nearear,eegnet,6,7,0.18581081081081086,0.4572072072072072,222,444,2,
COGBCI,matb,cross,nearear,eegnet,7,42,-0.0033783783783782884,0.3310810810810811,222,444,2,
COGBCI,matb,cross,nearear,eegnet,7,7,0.3682432432432432,0.5788288288288288,222,444,2,
COGBCI,matb,cross,nearear,eegnet,8,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,8,7,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,9,42,0.04054054054054057,0.36036036036036034,222,444,2,
COGBCI,matb,cross,nearear,eegnet,9,7,0.006756756756756799,0.33783783783783783,222,444,2,
COGBCI,matb,cross,nearear,eegnet,10,42,0.19594594594594594,0.46396396396396394,222,444,2,
COGBCI,matb,cross,nearear,eegnet,10,7,0.17567567567567566,0.45045045045045046,222,444,2,
COGBCI,matb,cross,nearear,eegnet,11,42,0.31418918918918914,0.5427927927927928,222,444,2,
COGBCI,matb,cross,nearear,eegnet,11,7,0.28716216216216217,0.5247747747747747,222,444,2,
COGBCI,matb,cross,nearear,eegnet,12,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,12,7,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,13,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,13,7,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,14,42,0.03378378378378377,0.35585585585585583,222,444,2,
COGBCI,matb,cross,nearear,eegnet,14,7,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,15,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,15,7,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,16,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,16,7,0.016891891891891886,0.34459459459459457,222,444,2,
COGBCI,matb,cross,nearear,eegnet,17,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,17,7,-0.013513513513513598,0.32432432432432434,222,444,2,
COGBCI,matb,cross,nearear,eegnet,18,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,18,7,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,19,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,19,7,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,20,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,20,7,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,21,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,21,7,0.010135135135135087,0.3400900900900901,222,444,2,
COGBCI,matb,cross,nearear,eegnet,22,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,22,7,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,23,42,0.020270270270270285,0.34684684684684686,222,444,2,
COGBCI,matb,cross,nearear,eegnet,23,7,0.016891891891891886,0.34459459459459457,222,444,2,
COGBCI,matb,cross,nearear,eegnet,24,42,0.030405405405405372,0.3536036036036036,222,444,2,
COGBCI,matb,cross,nearear,eegnet,24,7,0.027027027027026973,0.35135135135135137,222,444,2,
COGBCI,matb,cross,nearear,eegnet,25,42,-0.18243243243243246,0.21171171171171171,222,444,2,
COGBCI,matb,cross,nearear,eegnet,25,7,-0.22635135135135132,0.18243243243243243,222,444,2,
COGBCI,matb,cross,nearear,eegnet,26,42,0.09121621621621623,0.39414414414414417,222,444,2,
COGBCI,matb,cross,nearear,eegnet,26,7,0.027027027027026973,0.35135135135135137,222,444,2,
COGBCI,matb,cross,nearear,eegnet,27,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,27,7,-0.013513513513513598,0.32432432432432434,222,444,2,
COGBCI,matb,cross,nearear,eegnet,28,42,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,28,7,0.0,0.3333333333333333,222,444,2,
COGBCI,matb,cross,nearear,eegnet,29,42,-0.03378378378378377,0.3108108108108108,222,444,2,
COGBCI,matb,cross,nearear,eegnet,29,7,0.006756756756756577,0.33783783783783783,222,444,2,
COGBCI,matb,cross,full,eegnet,1,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,1,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,2,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,2,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,3,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,3,7,0.25,0.5,222,444,62,
COGBCI,matb,cross,full,eegnet,4,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,4,7,0.25,0.5,222,444,62,
COGBCI,matb,cross,full,eegnet,5,42,0.25,0.5,222,444,62,
COGBCI,matb,cross,full,eegnet,5,7,-2.220446049250313e-16,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,6,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,6,7,-0.04729729729729715,0.30180180180180183,222,444,62,
COGBCI,matb,cross,full,eegnet,7,42,0.25,0.5,222,444,62,
COGBCI,matb,cross,full,eegnet,7,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,8,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,8,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,9,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,9,7,-0.08108108108108114,0.27927927927927926,222,444,62,
COGBCI,matb,cross,full,eegnet,10,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,10,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,11,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,11,7,0.2567567567567568,0.5045045045045045,222,444,62,
COGBCI,matb,cross,full,eegnet,12,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,12,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,13,42,-0.14189189189189189,0.23873873873873874,222,444,62,
COGBCI,matb,cross,full,eegnet,13,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,14,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,14,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,15,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,15,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,16,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,16,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,17,42,0.2432432432432432,0.4954954954954955,222,444,62,
COGBCI,matb,cross,full,eegnet,17,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,18,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,18,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,19,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,19,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,20,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,20,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,21,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,21,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,22,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,22,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,23,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,23,7,-0.25,0.16666666666666666,222,444,62,
COGBCI,matb,cross,full,eegnet,24,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,24,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,25,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,25,7,-0.25,0.16666666666666666,222,444,62,
COGBCI,matb,cross,full,eegnet,26,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,26,7,-0.25,0.16666666666666666,222,444,62,
COGBCI,matb,cross,full,eegnet,27,42,0.2432432432432432,0.4954954954954955,222,444,62,
COGBCI,matb,cross,full,eegnet,27,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,28,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,28,7,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,29,42,0.0,0.3333333333333333,222,444,62,
COGBCI,matb,cross,full,eegnet,29,7,0.0,0.3333333333333333,222,444,62,
