dataset,subject,protocol,fold_name,seed,alpha,calibration_frac,window_size,per_round_cap,n_components,include_riemann_arms,epoch_seconds,context,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,error
WAUC,5,within,within_fold0,3,0.5,0.3,100,inf,4,False,4.0,workload,0.5288054060245104,0.7647058823529411,187,100,521,113.0,
WAUC,5,within,within_fold0,42,0.5,0.3,inf,inf,4,False,4.0,workload,0.5290750915750916,0.7647058823529411,187,100,521,114.0,
WAUC,5,within,within_fold0,42,0.5,0.3,25,inf,4,False,4.0,workload,0.4864400961208376,0.7433155080213903,187,100,521,138.0,
WAUC,5,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,0.3158015092613766,0.6577540106951871,187,100,521,133.0,
WAUC,5,within,within_fold0,42,0.5,0.3,100,inf,4,False,4.0,workload,0.5405930411929383,0.7700534759358288,187,100,521,125.0,
WAUC,6,within,within_fold0,0,0.5,0.3,inf,inf,4,False,4.0,workload,0.4285131433234248,0.7135135135135136,185,100,491,141.0,
WAUC,6,within,within_fold0,0,0.5,0.3,25,inf,4,False,4.0,workload,0.4285131433234248,0.7135135135135136,185,100,427,111.0,
WAUC,6,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,0.4285131433234248,0.7135135135135136,185,100,450,118.0,
WAUC,6,within,within_fold0,0,0.5,0.3,100,inf,4,False,4.0,workload,0.4285131433234248,0.7135135135135136,185,100,509,146.0,
WAUC,6,within,within_fold0,1,0.5,0.3,inf,inf,4,False,4.0,workload,0.5343323772171165,0.7675675675675676,185,100,515,159.0,
WAUC,6,within,within_fold0,1,0.5,0.3,25,inf,4,False,4.0,workload,0.5560433128475271,0.7783783783783784,185,100,515,124.0,
WAUC,6,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,0.5670995670995671,0.7837837837837838,185,100,515,131.0,
WAUC,6,within,within_fold0,1,0.5,0.3,100,inf,4,False,4.0,workload,0.61048075798339,0.8054054054054054,185,100,515,123.0,
WAUC,6,within,within_fold0,2,0.5,0.3,inf,inf,4,False,4.0,workload,0.5357997315749548,0.7675675675675676,185,100,507,135.0,
WAUC,6,within,within_fold0,2,0.5,0.3,25,inf,4,False,4.0,workload,0.43860877684407096,0.7189189189189189,185,100,515,111.0,
WAUC,6,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,0.43860877684407096,0.7189189189189189,185,100,515,120.0,
WAUC,6,within,within_fold0,2,0.5,0.3,100,inf,4,False,4.0,workload,0.3199719936985822,0.6594594594594595,185,100,515,143.0,
WAUC,6,within,within_fold0,3,0.5,0.3,inf,inf,4,False,4.0,workload,0.48094458732756606,0.7405405405405405,185,100,515,170.0,
WAUC,6,within,within_fold0,3,0.5,0.3,25,inf,4,False,4.0,workload,0.5136414091254309,0.7567567567567568,185,100,515,119.0,
WAUC,6,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,0.3396336824858096,0.6702702702702703,185,100,515,127.0,
WAUC,6,within,within_fold0,3,0.5,0.3,100,inf,4,False,4.0,workload,0.3078452005144394,0.654054054054054,185,100,515,128.0,
