dataset,feature_family,classifier,subject,protocol,fold,seed,kappa,accuracy,n_train,n_test,n_channels,error
Cho2017-full,fbcsp,svm,49,within,2,42,0.30000000000000004,0.65,160,40,64,
Cho2017-full,fbcsp,decision_tree,49,within,2,42,-0.10000000000000009,0.45,160,40,64,
Cho2017-full,fbcsp,random_forest,49,within,2,42,0.15000000000000002,0.575,160,40,64,
Cho2017-full,fbcsp,lda,49,within,3,42,0.5,0.75,160,40,64,
Cho2017-full,fbcsp,svm,49,within,3,42,0.6,0.8,160,40,64,
Cho2017-full,fbcsp,decision_tree,49,within,3,42,-0.050000000000000044,0.475,160,40,64,
Cho2017-full,fbcsp,random_forest,49,within,3,42,0.19999999999999996,0.6,160,40,64,
Cho2017-full,fbcsp,lda,49,within,4,42,0.5,0.75,160,40,64,
Cho2017-full,fbcsp,svm,49,within,4,42,0.55,0.775,160,40,64,
Cho2017-full,fbcsp,decision_tree,49,within,4,42,-0.10000000000000009,0.45,160,40,64,
Cho2017-full,fbcsp,random_forest,49,within,4,42,0.4,0.7,160,40,64,
Cho2017-full,fbcsp,lda,50,within,0,42,0.5,0.75,160,40,64,
Cho2017-full,fbcsp,svm,50,within,0,42,0.6,0.8,160,40,64,
Cho2017-full,fbcsp,decision_tree,50,within,0,42,-0.050000000000000044,0.475,160,40,64,
Cho2017-full,fbcsp,random_forest,50,within,0,42,0.65,0.825,160,40,64,
Cho2017-full,fbcsp,lda,50,within,1,42,0.55,0.775,160,40,64,
Cho2017-full,fbcsp,svm,50,within,1,42,0.5,0.75,160,40,64,
Cho2017-full,fbcsp,decision_tree,50,within,1,42,-0.19999999999999996,0.4,160,40,64,
Cho2017-full,fbcsp,random_forest,50,within,1,42,0.44999999999999996,0.725,160,40,64,
Cho2017-full,fbcsp,lda,50,within,2,42,0.65,0.825,160,40,64,
Cho2017-full,fbcsp,svm,50,within,2,42,0.4,0.7,160,40,64,
Cho2017-full,fbcsp,decision_tree,50,within,2,42,0.15000000000000002,0.575,160,40,64,
Cho2017-full,fbcsp,random_forest,50,within,2,42,0.55,0.775,160,40,64,
Cho2017-full,fbcsp,lda,50,within,3,42,0.30000000000000004,0.65,160,40,64,
Cho2017-full,fbcsp,svm,50,within,3,42,0.35,0.675,160,40,64,
Cho2017-full,fbcsp,decision_tree,50,within,3,42,-0.050000000000000044,0.475,160,40,64,
Cho2017-full,fbcsp,random_forest,50,within,3,42,0.35,0.675,160,40,64,
Cho2017-full,fbcsp,lda,50,within,4,42,0.7,0.85,160,40,64,
Cho2017-full,fbcsp,svm,50,within,4,42,0.6,0.8,160,40,64,
Cho2017-full,fbcsp,decision_tree,50,within,4,42,0.4,0.7,160,40,64,
Cho2017-full,fbcsp,random_forest,50,within,4,42,0.6,0.8,160,40,64,
Cho2017-full,fbcsp,lda,51,within,0,42,0.0,0.5,160,40,64,
Cho2017-full,fbcsp,svm,51,within,0,42,-0.050000000000000044,0.475,160,40,64,
Cho2017-full,fbcsp,decision_tree,51,within,0,42,-0.3500000000000001,0.325,160,40,64,
Cho2017-full,fbcsp,random_forest,51,within,0,42,-0.25,0.375,160,40,64,
Cho2017-full,fbcsp,lda,51,within,1,42,0.35,0.675,160,40,64,
Cho2017-full,fbcsp,svm,51,within,1,42,0.19999999999999996,0.6,160,40,64,
Cho2017-full,fbcsp,decision_tree,51,within,1,42,-0.10000000000000009,0.45,160,40,64,
Cho2017-full,fbcsp,random_forest,51,within,1,42,0.19999999999999996,0.6,160,40,64,
Cho2017-full,fbcsp,lda,51,within,2,42,-0.10000000000000009,0.45,160,40,64,
Cho2017-full,fbcsp,svm,51,within,2,42,-0.050000000000000044,0.475,160,40,64,
Cho2017-full,fbcsp,decision_tree,51,within,2,42,-0.050000000000000044,0.475,160,40,64,
Cho2017-full,fbcsp,random_forest,51,within,2,42,-0.10000000000000009,0.45,160,40,64,
Cho2017-full,fbcsp,lda,51,within,3,42,-0.1499999999999999,0.425,160,40,64,
Cho2017-full,fbcsp,svm,51,within,3,42,-0.10000000000000009,0.45,160,40,64,
Cho2017-full,fbcsp,decision_tree,51,within,3,42,-0.19999999999999996,0.4,160,40,64,
Cho2017-full,fbcsp,random_forest,51,within,3,42,-0.25,0.375,160,40,64,
Cho2017-full,fbcsp,lda,51,within,4,42,-0.1499999999999999,0.425,160,40,64,
Cho2017-full,fbcsp,svm,51,within,4,42,-0.1499999999999999,0.425,160,40,64,
Cho2017-full,fbcsp,decision_tree,51,within,4,42,0.19999999999999996,0.6,160,40,64,
Cho2017-full,fbcsp,random_forest,51,within,4,42,-0.050000000000000044,0.475,160,40,64,
Cho2017-full,fbcsp,lda,52,within,0,42,0.35,0.675,160,40,64,
Cho2017-full,fbcsp,svm,52,within,0,42,0.6,0.8,160,40,64,
Cho2017-full,fbcsp,decision_tree,52,within,0,42,0.050000000000000044,0.525,160,40,64,
Cho2017-full,fbcsp,random_forest,52,within,0,42,0.25,0.625,160,40,64,
Cho2017-full,fbcsp,lda,52,within,1,42,0.35,0.675,160,40,64,
Cho2017-full,fbcsp,svm,52,within,1,42,0.25,0.625,160,40,64,
Cho2017-full,fbcsp,decision_tree,52,within,1,42,0.050000000000000044,0.525,160,40,64,
Cho2017-full,fbcsp,random_forest,52,within,1,42,0.19999999999999996,0.6,160,40,64,
Cho2017-full,fbcsp,lda,52,within,2,42,0.0,0.5,160,40,64,
Cho2017-full,fbcsp,svm,52,within,2,42,0.09999999999999998,0.55,160,40,64,
Cho2017-full,fbcsp,decision_tree,52,within,2,42,-0.1499999999999999,0.425,160,40,64,
Cho2017-full,fbcsp,random_forest,52,within,2,42,-0.050000000000000044,0.475,160,40,64,
Cho2017-full,fbcsp,lda,52,within,3,42,0.30000000000000004,0.65,160,40,64,
Cho2017-full,fbcsp,svm,52,within,3,42,0.35,0.675,160,40,64,
Cho2017-full,fbcsp,decision_tree,52,within,3,42,0.15000000000000002,0.575,160,40,64,
Cho2017-full,fbcsp,random_forest,52,within,3,42,-0.10000000000000009,0.45,160,40,64,
Cho2017-full,fbcsp,lda,52,within,4,42,0.5,0.75,160,40,64,
Cho2017-full,fbcsp,svm,52,within,4,42,0.35,0.675,160,40,64,
Cho2017-full,fbcsp,decision_tree,52,within,4,42,-0.050000000000000044,0.475,160,40,64,
Cho2017-full,fbcsp,random_forest,52,within,4,42,0.0,0.5,160,40,64,
Cho2017-3ch,fbcsp,lda,1,within,0,42,0.44999999999999996,0.725,160,40,3,
Cho2017-3ch,fbcsp,svm,1,within,0,42,0.6,0.8,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,1,within,0,42,0.25,0.625,160,40,3,
Cho2017-3ch,fbcsp,random_forest,1,within,0,42,0.5,0.75,160,40,3,
Cho2017-3ch,fbcsp,lda,1,within,1,42,0.25,0.625,160,40,3,
Cho2017-3ch,fbcsp,svm,1,within,1,42,0.19999999999999996,0.6,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,1,within,1,42,0.15000000000000002,0.575,160,40,3,
Cho2017-3ch,fbcsp,random_forest,1,within,1,42,0.44999999999999996,0.725,160,40,3,
Cho2017-3ch,fbcsp,lda,1,within,2,42,0.44999999999999996,0.725,160,40,3,
Cho2017-3ch,fbcsp,svm,1,within,2,42,0.5,0.75,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,1,within,2,42,0.30000000000000004,0.65,160,40,3,
Cho2017-3ch,fbcsp,random_forest,1,within,2,42,0.55,0.775,160,40,3,
Cho2017-3ch,fbcsp,lda,1,within,3,42,0.5,0.75,160,40,3,
Cho2017-3ch,fbcsp,svm,1,within,3,42,0.7,0.85,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,1,within,3,42,0.5,0.75,160,40,3,
Cho2017-3ch,fbcsp,random_forest,1,within,3,42,0.65,0.825,160,40,3,
Cho2017-3ch,fbcsp,lda,1,within,4,42,0.30000000000000004,0.65,160,40,3,
Cho2017-3ch,fbcsp,svm,1,within,4,42,0.19999999999999996,0.6,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,1,within,4,42,0.19999999999999996,0.6,160,40,3,
Cho2017-3ch,fbcsp,random_forest,1,within,4,42,0.4,0.7,160,40,3,
Cho2017-3ch,fbcsp,lda,2,within,0,42,-0.3500000000000001,0.325,160,40,3,
Cho2017-3ch,fbcsp,svm,2,within,0,42,-0.3500000000000001,0.325,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,2,within,0,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,random_forest,2,within,0,42,-0.30000000000000004,0.35,160,40,3,
Cho2017-3ch,fbcsp,lda,2,within,1,42,-0.30000000000000004,0.35,160,40,3,
Cho2017-3ch,fbcsp,svm,2,within,1,42,-0.1499999999999999,0.425,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,2,within,1,42,-0.30000000000000004,0.35,160,40,3,
Cho2017-3ch,fbcsp,random_forest,2,within,1,42,-0.19999999999999996,0.4,160,40,3,
Cho2017-3ch,fbcsp,lda,2,within,2,42,-0.19999999999999996,0.4,160,40,3,
Cho2017-3ch,fbcsp,svm,2,within,2,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,2,within,2,42,0.0,0.5,160,40,3,
Cho2017-3ch,fbcsp,random_forest,2,within,2,42,-0.10000000000000009,0.45,160,40,3,
Cho2017-3ch,fbcsp,lda,2,within,3,42,-0.10000000000000009,0.45,160,40,3,
Cho2017-3ch,fbcsp,svm,2,within,3,42,-0.30000000000000004,0.35,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,2,within,3,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,random_forest,2,within,3,42,-0.19999999999999996,0.4,160,40,3,
Cho2017-3ch,fbcsp,lda,2,within,4,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,svm,2,within,4,42,-0.1499999999999999,0.425,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,2,within,4,42,0.0,0.5,160,40,3,
Cho2017-3ch,fbcsp,random_forest,2,within,4,42,-0.25,0.375,160,40,3,
Cho2017-3ch,fbcsp,lda,3,within,0,42,0.8,0.9,160,40,3,
Cho2017-3ch,fbcsp,svm,3,within,0,42,0.55,0.775,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,3,within,0,42,0.30000000000000004,0.65,160,40,3,
Cho2017-3ch,fbcsp,random_forest,3,within,0,42,0.7,0.85,160,40,3,
Cho2017-3ch,fbcsp,lda,3,within,1,42,0.4,0.7,160,40,3,
Cho2017-3ch,fbcsp,svm,3,within,1,42,0.65,0.825,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,3,within,1,42,0.5,0.75,160,40,3,
Cho2017-3ch,fbcsp,random_forest,3,within,1,42,0.6,0.8,160,40,3,
Cho2017-3ch,fbcsp,lda,3,within,2,42,0.65,0.825,160,40,3,
Cho2017-3ch,fbcsp,svm,3,within,2,42,0.5,0.75,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,3,within,2,42,0.44999999999999996,0.725,160,40,3,
Cho2017-3ch,fbcsp,random_forest,3,within,2,42,0.5,0.75,160,40,3,
Cho2017-3ch,fbcsp,lda,3,within,3,42,0.65,0.825,160,40,3,
Cho2017-3ch,fbcsp,svm,3,within,3,42,0.8,0.9,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,3,within,3,42,0.4,0.7,160,40,3,
Cho2017-3ch,fbcsp,random_forest,3,within,3,42,0.6,0.8,160,40,3,
Cho2017-3ch,fbcsp,lda,3,within,4,42,0.6,0.8,160,40,3,
Cho2017-3ch,fbcsp,svm,3,within,4,42,0.44999999999999996,0.725,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,3,within,4,42,0.30000000000000004,0.65,160,40,3,
Cho2017-3ch,fbcsp,random_forest,3,within,4,42,0.7,0.85,160,40,3,
Cho2017-3ch,fbcsp,lda,4,within,0,42,0.25,0.625,160,40,3,
Cho2017-3ch,fbcsp,svm,4,within,0,42,0.25,0.625,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,4,within,0,42,-0.19999999999999996,0.4,160,40,3,
Cho2017-3ch,fbcsp,random_forest,4,within,0,42,0.25,0.625,160,40,3,
Cho2017-3ch,fbcsp,lda,4,within,1,42,0.7,0.85,160,40,3,
Cho2017-3ch,fbcsp,svm,4,within,1,42,0.6,0.8,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,4,within,1,42,0.6,0.8,160,40,3,
Cho2017-3ch,fbcsp,random_forest,4,within,1,42,0.7,0.85,160,40,3,
Cho2017-3ch,fbcsp,lda,4,within,2,42,0.7,0.85,160,40,3,
Cho2017-3ch,fbcsp,svm,4,within,2,42,0.55,0.775,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,4,within,2,42,0.35,0.675,160,40,3,
Cho2017-3ch,fbcsp,random_forest,4,within,2,42,0.6,0.8,160,40,3,
Cho2017-3ch,fbcsp,lda,4,within,3,42,0.44999999999999996,0.725,160,40,3,
Cho2017-3ch,fbcsp,svm,4,within,3,42,0.55,0.775,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,4,within,3,42,0.35,0.675,160,40,3,
Cho2017-3ch,fbcsp,random_forest,4,within,3,42,0.6,0.8,160,40,3,
Cho2017-3ch,fbcsp,lda,4,within,4,42,0.44999999999999996,0.725,160,40,3,
Cho2017-3ch,fbcsp,svm,4,within,4,42,0.44999999999999996,0.725,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,4,within,4,42,0.5,0.75,160,40,3,
Cho2017-3ch,fbcsp,random_forest,4,within,4,42,0.44999999999999996,0.725,160,40,3,
Cho2017-3ch,fbcsp,lda,5,within,0,42,-0.19999999999999996,0.4,160,40,3,
Cho2017-3ch,fbcsp,svm,5,within,0,42,-0.19999999999999996,0.4,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,5,within,0,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,random_forest,5,within,0,42,-0.1499999999999999,0.425,160,40,3,
Cho2017-3ch,fbcsp,lda,5,within,1,42,0.35,0.675,160,40,3,
Cho2017-3ch,fbcsp,svm,5,within,1,42,0.30000000000000004,0.65,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,5,within,1,42,0.0,0.5,160,40,3,
Cho2017-3ch,fbcsp,random_forest,5,within,1,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,lda,5,within,2,42,0.35,0.675,160,40,3,
Cho2017-3ch,fbcsp,svm,5,within,2,42,0.30000000000000004,0.65,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,5,within,2,42,0.0,0.5,160,40,3,
Cho2017-3ch,fbcsp,random_forest,5,within,2,42,0.25,0.625,160,40,3,
Cho2017-3ch,fbcsp,lda,5,within,3,42,0.19999999999999996,0.6,160,40,3,
Cho2017-3ch,fbcsp,svm,5,within,3,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,5,within,3,42,-0.050000000000000044,0.475,160,40,3,
Cho2017-3ch,fbcsp,random_forest,5,within,3,42,-0.1499999999999999,0.425,160,40,3,
Cho2017-3ch,fbcsp,lda,5,within,4,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,svm,5,within,4,42,0.19999999999999996,0.6,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,5,within,4,42,-0.19999999999999996,0.4,160,40,3,
Cho2017-3ch,fbcsp,random_forest,5,within,4,42,-0.050000000000000044,0.475,160,40,3,
Cho2017-3ch,fbcsp,lda,6,within,0,42,-0.10000000000000009,0.45,160,40,3,
Cho2017-3ch,fbcsp,svm,6,within,0,42,-0.050000000000000044,0.475,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,6,within,0,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,random_forest,6,within,0,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,lda,6,within,1,42,0.5,0.75,160,40,3,
Cho2017-3ch,fbcsp,svm,6,within,1,42,0.30000000000000004,0.65,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,6,within,1,42,0.25,0.625,160,40,3,
Cho2017-3ch,fbcsp,random_forest,6,within,1,42,0.44999999999999996,0.725,160,40,3,
Cho2017-3ch,fbcsp,lda,6,within,2,42,0.19999999999999996,0.6,160,40,3,
Cho2017-3ch,fbcsp,svm,6,within,2,42,0.19999999999999996,0.6,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,6,within,2,42,-0.25,0.375,160,40,3,
Cho2017-3ch,fbcsp,random_forest,6,within,2,42,0.0,0.5,160,40,3,
Cho2017-3ch,fbcsp,lda,6,within,3,42,0.0,0.5,160,40,3,
Cho2017-3ch,fbcsp,svm,6,within,3,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,6,within,3,42,-0.19999999999999996,0.4,160,40,3,
Cho2017-3ch,fbcsp,random_forest,6,within,3,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,lda,6,within,4,42,0.35,0.675,160,40,3,
Cho2017-3ch,fbcsp,svm,6,within,4,42,0.4,0.7,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,6,within,4,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,random_forest,6,within,4,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,lda,7,within,0,42,0.16666666666666663,0.5833333333333334,192,48,3,
Cho2017-3ch,fbcsp,svm,7,within,0,42,-0.125,0.4375,192,48,3,
Cho2017-3ch,fbcsp,decision_tree,7,within,0,42,0.16666666666666663,0.5833333333333334,192,48,3,
Cho2017-3ch,fbcsp,random_forest,7,within,0,42,0.04166666666666663,0.5208333333333334,192,48,3,
Cho2017-3ch,fbcsp,lda,7,within,1,42,-0.08333333333333326,0.4583333333333333,192,48,3,
Cho2017-3ch,fbcsp,svm,7,within,1,42,-0.25,0.375,192,48,3,
Cho2017-3ch,fbcsp,decision_tree,7,within,1,42,-0.20833333333333326,0.3958333333333333,192,48,3,
Cho2017-3ch,fbcsp,random_forest,7,within,1,42,-0.20833333333333326,0.3958333333333333,192,48,3,
Cho2017-3ch,fbcsp,lda,7,within,2,42,-0.08333333333333326,0.4583333333333333,192,48,3,
Cho2017-3ch,fbcsp,svm,7,within,2,42,0.0,0.5,192,48,3,
Cho2017-3ch,fbcsp,decision_tree,7,within,2,42,-0.16666666666666674,0.4166666666666667,192,48,3,
Cho2017-3ch,fbcsp,random_forest,7,within,2,42,0.08333333333333337,0.5416666666666666,192,48,3,
Cho2017-3ch,fbcsp,lda,7,within,3,42,0.04166666666666663,0.5208333333333334,192,48,3,
Cho2017-3ch,fbcsp,svm,7,within,3,42,0.16666666666666663,0.5833333333333334,192,48,3,
Cho2017-3ch,fbcsp,decision_tree,7,within,3,42,0.0,0.5,192,48,3,
Cho2017-3ch,fbcsp,random_forest,7,within,3,42,-0.08333333333333326,0.4583333333333333,192,48,3,
Cho2017-3ch,fbcsp,lda,7,within,4,42,0.04166666666666663,0.5208333333333334,192,48,3,
Cho2017-3ch,fbcsp,svm,7,within,4,42,0.0,0.5,192,48,3,
Cho2017-3ch,fbcsp,decision_tree,7,within,4,42,-0.08333333333333326,0.4583333333333333,192,48,3,
Cho2017-3ch,fbcsp,random_forest,7,within,4,42,-0.25,0.375,192,48,3,
Cho2017-3ch,fbcsp,lda,8,within,0,42,0.0,0.5,160,40,3,
Cho2017-3ch,fbcsp,svm,8,within,0,42,-0.10000000000000009,0.45,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,8,within,0,42,0.19999999999999996,0.6,160,40,3,
Cho2017-3ch,fbcsp,random_forest,8,within,0,42,-0.19999999999999996,0.4,160,40,3,
Cho2017-3ch,fbcsp,lda,8,within,1,42,-0.3500000000000001,0.325,160,40,3,
Cho2017-3ch,fbcsp,svm,8,within,1,42,-0.1499999999999999,0.425,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,8,within,1,42,0.0,0.5,160,40,3,
Cho2017-3ch,fbcsp,random_forest,8,within,1,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,lda,8,within,2,42,0.19999999999999996,0.6,160,40,3,
Cho2017-3ch,fbcsp,svm,8,within,2,42,0.0,0.5,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,8,within,2,42,-0.1499999999999999,0.425,160,40,3,
Cho2017-3ch,fbcsp,random_forest,8,within,2,42,-0.1499999999999999,0.425,160,40,3,
Cho2017-3ch,fbcsp,lda,8,within,3,42,-0.050000000000000044,0.475,160,40,3,
Cho2017-3ch,fbcsp,svm,8,within,3,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,8,within,3,42,-0.10000000000000009,0.45,160,40,3,
Cho2017-3ch,fbcsp,random_forest,8,within,3,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,lda,8,within,4,42,-0.050000000000000044,0.475,160,40,3,
Cho2017-3ch,fbcsp,svm,8,within,4,42,-0.1499999999999999,0.425,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,8,within,4,42,-0.050000000000000044,0.475,160,40,3,
Cho2017-3ch,fbcsp,random_forest,8,within,4,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,lda,9,within,0,42,0.16666666666666663,0.5833333333333334,192,48,3,
Cho2017-3ch,fbcsp,svm,9,within,0,42,0.08333333333333337,0.5416666666666666,192,48,3,
Cho2017-3ch,fbcsp,decision_tree,9,within,0,42,0.08333333333333337,0.5416666666666666,192,48,3,
Cho2017-3ch,fbcsp,random_forest,9,within,0,42,-0.08333333333333326,0.4583333333333333,192,48,3,
Cho2017-3ch,fbcsp,lda,9,within,1,42,0.25,0.625,192,48,3,
Cho2017-3ch,fbcsp,svm,9,within,1,42,0.25,0.625,192,48,3,
Cho2017-3ch,fbcsp,decision_tree,9,within,1,42,0.0,0.5,192,48,3,
Cho2017-3ch,fbcsp,random_forest,9,within,1,42,-0.04166666666666674,0.4791666666666667,192,48,3,
Cho2017-3ch,fbcsp,lda,9,within,2,42,0.08333333333333337,0.5416666666666666,192,48,3,
Cho2017-3ch,fbcsp,svm,9,within,2,42,0.04166666666666663,0.5208333333333334,192,48,3,
Cho2017-3ch,fbcsp,decision_tree,9,within,2,42,0.33333333333333337,0.6666666666666666,192,48,3,
Cho2017-3ch,fbcsp,random_forest,9,within,2,42,0.16666666666666663,0.5833333333333334,192,48,3,
Cho2017-3ch,fbcsp,lda,9,within,3,42,0.08333333333333337,0.5416666666666666,192,48,3,
Cho2017-3ch,fbcsp,svm,9,within,3,42,-0.04166666666666674,0.4791666666666667,192,48,3,
Cho2017-3ch,fbcsp,decision_tree,9,within,3,42,-0.25,0.375,192,48,3,
Cho2017-3ch,fbcsp,random_forest,9,within,3,42,0.29166666666666663,0.6458333333333334,192,48,3,
Cho2017-3ch,fbcsp,lda,9,within,4,42,-0.125,0.4375,192,48,3,
Cho2017-3ch,fbcsp,svm,9,within,4,42,-0.16666666666666674,0.4166666666666667,192,48,3,
Cho2017-3ch,fbcsp,decision_tree,9,within,4,42,-0.08333333333333326,0.4583333333333333,192,48,3,
Cho2017-3ch,fbcsp,random_forest,9,within,4,42,0.0,0.5,192,48,3,
Cho2017-3ch,fbcsp,lda,10,within,0,42,0.4,0.7,160,40,3,
Cho2017-3ch,fbcsp,svm,10,within,0,42,0.15000000000000002,0.575,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,10,within,0,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,random_forest,10,within,0,42,0.25,0.625,160,40,3,
Cho2017-3ch,fbcsp,lda,10,within,1,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,svm,10,within,1,42,0.0,0.5,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,10,within,1,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,random_forest,10,within,1,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,lda,10,within,2,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,svm,10,within,2,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,10,within,2,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,random_forest,10,within,2,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,lda,10,within,3,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,svm,10,within,3,42,-0.10000000000000009,0.45,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,10,within,3,42,-0.1499999999999999,0.425,160,40,3,
Cho2017-3ch,fbcsp,random_forest,10,within,3,42,-0.050000000000000044,0.475,160,40,3,
Cho2017-3ch,fbcsp,lda,10,within,4,42,0.15000000000000002,0.575,160,40,3,
Cho2017-3ch,fbcsp,svm,10,within,4,42,0.15000000000000002,0.575,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,10,within,4,42,-0.25,0.375,160,40,3,
Cho2017-3ch,fbcsp,random_forest,10,within,4,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,lda,11,within,0,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,svm,11,within,0,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,11,within,0,42,0.25,0.625,160,40,3,
Cho2017-3ch,fbcsp,random_forest,11,within,0,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,lda,11,within,1,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,svm,11,within,1,42,0.09999999999999998,0.55,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,11,within,1,42,0.050000000000000044,0.525,160,40,3,
Cho2017-3ch,fbcsp,random_forest,11,within,1,42,0.0,0.5,160,40,3,
Cho2017-3ch,fbcsp,lda,11,within,2,42,0.4,0.7,160,40,3,
Cho2017-3ch,fbcsp,svm,11,within,2,42,0.4,0.7,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,11,within,2,42,0.30000000000000004,0.65,160,40,3,
Cho2017-3ch,fbcsp,random_forest,11,within,2,42,0.55,0.775,160,40,3,
Cho2017-3ch,fbcsp,lda,11,within,3,42,-0.30000000000000004,0.35,160,40,3,
Cho2017-3ch,fbcsp,svm,11,within,3,42,-0.19999999999999996,0.4,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,11,within,3,42,0.30000000000000004,0.65,160,40,3,
Cho2017-3ch,fbcsp,random_forest,11,within,3,42,0.0,0.5,160,40,3,
Cho2017-3ch,fbcsp,lda,11,within,4,42,0.15000000000000002,0.575,160,40,3,
Cho2017-3ch,fbcsp,svm,11,within,4,42,0.19999999999999996,0.6,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,11,within,4,42,-0.050000000000000044,0.475,160,40,3,
Cho2017-3ch,fbcsp,random_forest,11,within,4,42,0.30000000000000004,0.65,160,40,3,
Cho2017-3ch,fbcsp,lda,12,within,0,42,0.35,0.675,160,40,3,
Cho2017-3ch,fbcsp,svm,12,within,0,42,0.4,0.7,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,12,within,0,42,0.44999999999999996,0.725,160,40,3,
Cho2017-3ch,fbcsp,random_forest,12,within,0,42,0.44999999999999996,0.725,160,40,3,
Cho2017-3ch,fbcsp,lda,12,within,1,42,0.35,0.675,160,40,3,
Cho2017-3ch,fbcsp,svm,12,within,1,42,0.25,0.625,160,40,3,
Cho2017-3ch,fbcsp,decision_tree,12,within,1,42,0.4,0.7,160,40,3,
Cho2017-3ch,fbcsp,random_forest,12,within,1,42,0.44999999999999996,0.725,160,40,3,
